matrix,dimensions,type,start_time,end_time,rel_error,system,library,umfpack_error
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527087215.1330361,1527087215.3358364,0.008758088814251793,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527087221.2794468,1527087221.5914474,5.6972570581092355e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527087251.7931004,1527087262.90032,0.9389062810836889,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527087278.905948,1527087297.2983804,5.414411921251078e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527087306.5491965,1527087309.6536021,4.2194199236112783e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527087339.9020553,1527087366.1101012,94081088071.23405,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527087367.233303,1527087367.5453038,1.3593399615776635e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527087369.1521065,1527087369.3393068,0.006666042228382848,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527087374.1129153,1527087374.4249158,5.697274222752541e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527087404.704569,1527087415.9053886,0.9389062810836889,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527087431.7238164,1527087449.6950479,5.414411921251078e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527087458.1346629,1527087460.6462672,3.881201439692204e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527087495.0443277,1527087522.7967765,116572725395.30655,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527087523.701578,1527087523.9511786,1.359438990180166e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527087525.1835806,1527087525.3551807,0.008758088814251793,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527087531.5951917,1527087531.9695926,5.697274222752541e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527087562.7952466,1527087573.762066,0.9389062810836889,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527087589.7364938,1527087607.8325257,5.414259072013536e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527087616.0693402,1527087618.6433446,4.2194199236112783e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527087654.0866072,1527087680.279053,94081088071.23405,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527087681.1058545,1527087681.371055,1.359438990180166e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527087682.587857,1527087682.7594573,0.007263438678528701,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527087687.4862657,1527087687.7982662,5.697275723671214e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527087718.1247196,1527087729.1383388,0.9389062810836889,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527087747.0315702,1527087765.1276019,5.414411921251078e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527087773.4892168,1527087776.016421,3.881201439692204e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527087804.5800714,1527087830.663317,94081088071.23405,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527087831.5525186,1527087831.817719,1.3593399615776635e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527087833.0345213,1527087833.2061214,0.008758088814251793,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527087837.99533,1527087838.3229306,5.69724245583883e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527087868.4621835,1527087880.3494043,0.9389062810836889,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527087896.3238323,1527087914.4978645,5.413951603580439e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527087922.828279,1527087925.3554833,4.2194199236112783e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527087960.1279445,1527087986.9443917,45916544361.91562,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527087987.8335931,1527087988.0831935,1.359438990180166e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527087989.362396,1527087989.5183961,0.008758088814251793,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527087994.2452044,1527087994.5416052,5.6972570581092355e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527088024.821258,1527088036.6304789,0.9394674043437752,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527088053.9933095,1527088072.1985414,5.414411921251078e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527088080.513356,1527088083.1185606,3.74165170923192e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527088111.7446108,1527088137.983857,101096921524.50932,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527088139.153859,1527088139.4814594,1.359438990180166e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527088141.2130628,1527088141.4158628,0.008758088814251793,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527088147.9990745,1527088148.3890753,5.697274222752541e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527088179.68273,1527088191.02395,0.9389062810836889,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527088211.990387,1527088228.9008167,5.414259072013536e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527088239.0720344,1527088242.1764398,3.74165170923192e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527088271.738492,1527088297.8217375,69187414636.56543,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527088298.664139,1527088298.9137394,1.359438990180166e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527088300.1773417,1527088300.3333418,0.008758088814251793,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527088305.0757504,1527088305.372151,5.697274222752541e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527088340.1914122,1527088351.3922317,0.9386983167467189,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527088373.4506705,1527088390.9227014,5.414134769021098e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527088401.156319,1527088404.3855247,3.8300835314230984e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527088433.7291763,1527088459.9528222,72298168140.24046,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527088460.779624,1527088461.0448244,1.359438990180166e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527088462.2928267,1527088462.4488268,0.008758088814251793,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527088467.2848353,1527088467.5968359,5.6972570581092355e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527088498.0012891,1527088512.0725138,0.9388757188555402,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527088529.0921438,1527088547.5001762,5.414411921251078e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527088556.0801911,1527088558.778996,4.2194199236112783e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527088587.5298464,1527088613.6442924,65818569995.39721,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527088614.533494,1527088614.7986944,1.359438990180166e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527088616.0310965,1527088616.2026968,0.008419081308038711,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527088620.9763052,1527088621.3039057,5.697248867278668e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527088658.4787712,1527088669.773191,0.9389062810836889,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527088687.479222,1527088704.483252,5.414411921251078e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527088713.2192671,1527088715.7776716,4.011301434492019e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527088744.5285223,1527088770.8925686,94081088071.23405,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527088772.0937705,1527088772.4057713,1.3593399615776635e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527088774.1061742,1527088774.3245747,0.008758088814251793,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527088780.190185,1527088780.5177853,5.697274222752541e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527088810.6726384,1527088821.6394577,0.9389062810836889,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527088837.6294858,1527088855.5539172,5.414411921251078e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527088864.945134,1527088867.877939,3.4913401145058703e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527088898.4383926,1527088924.880439,94081088071.23405,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527088926.066041,1527088926.3780415,1.3593399615776635e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527088928.109645,1527088928.343645,0.00784719172683155,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527088934.037655,1527088934.3496556,5.6972570581092355e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527088964.8165092,1527088975.8145285,0.9389062810836889,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527088992.8497584,1527089010.1657887,5.414228325955963e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527089018.184203,1527089020.9922078,4.2194199236112783e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527089051.4590611,1527089078.0727081,94081088071.23405,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527089079.25831,1527089079.5547109,1.359438990180166e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527089081.2083137,1527089081.4267142,0.008283467102607061,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527089086.2939227,1527089086.6059232,5.6972570581092355e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527089116.8855762,1527089128.9911973,0.9389062810836889,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527089144.9968257,1527089163.950859,5.414411921251078e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527089172.3280737,1527089174.8864782,4.2194199236112783e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527089204.5265303,1527089230.7501762,86055149537.64018,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527089231.857778,1527089232.1853788,1.359438990180166e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527089233.8389816,1527089234.0573819,0.008758088814251793,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527089240.0009925,1527089240.312993,5.697274222752541e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527089270.7486465,1527089281.840266,0.9389062810836889,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527089301.8395011,1527089320.1695333,5.414411921251078e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527089328.453148,1527089331.0739524,3.4913401145058703e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527089361.9776068,1527089388.0452526,90093857668.98859,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527089388.8876538,1527089389.1372545,1.359438990180166e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527089390.4008565,1527089390.5568569,0.008758088814251793,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527089395.2992654,1527089395.595666,5.6972570581092355e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527089425.7037187,1527089436.717338,0.9389062810836889,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527089454.7509696,1527089473.0342019,5.414411921251078e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527089481.3802164,1527089484.047821,4.2194199236112783e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527089516.0590773,1527089542.2359233,94081088071.23405,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527089543.3747253,1527089543.6867259,1.359438990180166e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527089545.3403287,1527089545.5431292,0.008758088814251793,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527089550.3323376,1527089550.6287382,5.697274222752541e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527089587.6476033,1527089599.051223,0.9386394949127138,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527089616.585654,1527089634.900086,5.414411921251078e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527089644.3225026,1527089646.896507,4.2194199236112783e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527089676.5677593,1527089702.4326048,55761866318.707726,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527089703.6182067,1527089703.8678071,1.359438990180166e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527089705.1158092,1527089705.2874098,0.008758088814251793,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527089710.076618,1527089710.3730187,5.697274222752541e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527089740.683872,1527089751.6662912,0.9389062810836889,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527089769.7935228,1527089788.2015553,5.414411921251078e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527089796.5943701,1527089799.1995747,4.2194199236112783e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527089828.0284252,1527089854.033671,85697228813.08571,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527089854.9072723,1527089855.1724732,1.359438990180166e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527089856.4360752,1527089856.6076753,0.008758088814251793,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527089861.365684,1527089861.7400844,5.6972570581092355e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527089892.160138,1527089903.7041583,0.9389062810836889,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527089924.5145948,1527089943.8430288,5.414411921251078e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527089951.6430423,1527089954.841048,3.881201439692204e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527089984.9179008,1527090010.9231465,56474284643.64009,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527090012.0463486,1527090012.358349,1.359438990180166e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527090014.0431519,1527090014.2615523,0.008758088814251793,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527090020.1427627,1527090020.4391634,5.697258268467285e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527090050.8436167,1527090062.0132363,0.9389062810836889,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527090079.1576662,1527090096.099296,5.414411921251078e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527090104.2269104,1527090106.8633149,4.2194199236112783e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527090137.7825694,1527090163.8814151,95511912641.53,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527090165.0670173,1527090165.3946178,1.359438990180166e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527090167.1262207,1527090167.3290212,0.008758088814251793,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527090173.8654325,1527090174.2866335,5.6972570581092355e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527090205.0966876,1527090216.7811081,0.9389062810836889,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527090234.4871392,1527090252.8327713,5.414411921251078e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527090262.3175883,1527090265.109993,4.2194199236112783e-10,windows,mkl,0
